customer_id,kmeans_cluster
24255,6.0
15855,1.0
31422,0.0
39993,9.0
23180,0.0
21865,4.0
11730,6.0
48982,9.0
41519,9.0
39062,0.0
957,4.0
11773,0.0
14371,5.0
21282,8.0
47970,0.0
11625,4.0
15859,4.0
43757,0.0
32179,0.0
38221,8.0
49324,5.0
23398,9.0
46236,9.0
46097,1.0
36410,9.0
47119,1.0
45520,1.0
45010,6.0
4218,1.0
33405,9.0
21927,4.0
20927,8.0
14094,1.0
31494,0.0
43014,9.0
48409,0.0
3054,8.0
16179,1.0
27983,4.0
45444,1.0
47479,4.0
7623,1.0
905,8.0
1029,6.0
44109,0.0
49598,4.0
10697,8.0
33619,1.0
40101,1.0
9687,4.0
19037,0.0
7027,9.0
10399,4.0
29146,4.0
20342,9.0
19823,0.0
13334,8.0
17408,4.0
2541,9.0
15319,6.0
22957,1.0
27687,5.0
23036,1.0
33400,4.0
27657,7.0
44933,1.0
36428,0.0
16946,4.0
35063,6.0
24769,9.0
44224,2.0
25739,1.0
44391,1.0
10577,4.0
22042,4.0
6631,5.0
47640,4.0
39194,1.0
21170,7.0
45863,9.0
39079,1.0
28363,1.0
5406,0.0
5608,4.0
43608,4.0
671,1.0
24233,4.0
14485,6.0
30564,1.0
12023,9.0
2522,0.0
26021,1.0
22850,7.0
12820,2.0
5987,1.0
25084,6.0
36405,8.0
30240,4.0
16069,4.0
45259,1.0
17146,8.0
34458,0.0
3436,7.0
33292,0.0
6992,0.0
38492,4.0
26860,8.0
19192,4.0
20367,9.0
8703,0.0
41183,1.0
45227,9.0
15452,4.0
31679,4.0
10199,7.0
22376,4.0
12971,7.0
5641,8.0
32102,4.0
34800,9.0
36923,4.0
3405,6.0
46369,2.0
198,0.0
35098,8.0
15871,1.0
4177,1.0
13948,0.0
46803,0.0
11930,2.0
1714,9.0
28762,4.0
35113,9.0
36693,9.0
12049,8.0
13065,1.0
11720,0.0
41057,4.0
18713,4.0
36483,1.0
37986,6.0
8080,1.0
30987,8.0
35982,1.0
43959,0.0
37719,9.0
18802,4.0
4375,8.0
12573,1.0
29531,9.0
15235,1.0
2902,7.0
7269,1.0
44724,0.0
27263,1.0
17246,0.0
25549,7.0
43151,9.0
29662,0.0
33166,9.0
2803,9.0
45907,6.0
9242,8.0
27355,8.0
887,1.0
25747,8.0
19852,4.0
46939,6.0
27533,4.0
42980,7.0
12934,1.0
154,6.0
19334,0.0
14022,7.0
25516,0.0
46588,9.0
9922,1.0
6005,7.0
2423,9.0
22522,1.0
15685,6.0
44350,9.0
36625,8.0
18709,6.0
39297,4.0
39494,9.0
8368,0.0
16299,1.0
27799,8.0
36846,5.0
46770,6.0
47535,4.0
25466,0.0
41971,5.0
3038,7.0
12719,4.0
38430,7.0
37942,8.0
36306,0.0
16024,4.0
40473,1.0
39686,0.0
21157,8.0
34757,4.0
22979,9.0
16810,0.0
36746,7.0
48008,6.0
48276,9.0
10305,1.0
35954,9.0
40825,8.0
19897,1.0
220,8.0
46736,9.0
30326,4.0
24612,0.0
46644,7.0
15052,9.0
27800,0.0
37835,4.0
14044,0.0
42927,4.0
32746,4.0
31174,8.0
19123,1.0
12773,9.0
1933,4.0
36451,4.0
41019,5.0
12352,0.0
2796,1.0
49097,1.0
22525,5.0
45831,9.0
22029,1.0
31462,5.0
2947,8.0
9681,6.0
19397,1.0
658,0.0
40840,9.0
38488,1.0
5272,9.0
41927,1.0
13136,9.0
29676,7.0
35654,1.0
21231,0.0
28833,0.0
49329,9.0
14451,1.0
17900,4.0
27107,4.0
48072,4.0
34535,4.0
28866,4.0
6122,0.0
5362,0.0
11783,7.0
2705,4.0
9609,4.0
25207,6.0
44218,7.0
24872,1.0
40628,4.0
21785,1.0
13343,4.0
25376,1.0
16976,4.0
45080,5.0
8189,4.0
4327,0.0
48823,5.0
7011,1.0
28826,5.0
37796,5.0
41076,9.0
17570,4.0
14813,8.0
44379,4.0
10405,0.0
32660,6.0
21320,0.0
8578,9.0
1433,1.0
32404,1.0
45046,8.0
6492,1.0
29630,1.0
3152,0.0
15950,1.0
24647,0.0
27313,5.0
15121,7.0
38269,4.0
47798,4.0
8323,4.0
25522,1.0
23882,7.0
5831,1.0
37087,9.0
38390,5.0
43863,4.0
7430,1.0
37258,1.0
23927,1.0
48961,1.0
13383,4.0
6155,8.0
49556,5.0
23111,4.0
42486,5.0
48673,5.0
13688,4.0
7476,8.0
19801,4.0
7026,7.0
36790,8.0
40270,0.0
1018,0.0
16445,8.0
27287,8.0
15449,7.0
1800,1.0
37484,4.0
32818,1.0
6126,1.0
9795,9.0
25767,8.0
38400,0.0
29671,8.0
17380,0.0
31659,4.0
3809,2.0
39393,0.0
28020,1.0
8249,7.0
25094,8.0
7648,9.0
41574,9.0
17703,4.0
43450,0.0
13318,9.0
41032,1.0
43301,5.0
11902,4.0
34609,6.0
10270,0.0
18400,4.0
35868,1.0
3311,5.0
34108,7.0
16772,9.0
42448,2.0
17303,7.0
22718,0.0
49848,9.0
25127,7.0
34811,4.0
27463,1.0
31185,1.0
48358,5.0
48520,7.0
15908,9.0
24211,4.0
6323,1.0
6287,1.0
9029,4.0
31261,4.0
30752,7.0
1297,0.0
27252,4.0
42385,6.0
43120,9.0
49025,7.0
20423,1.0
19002,4.0
11596,7.0
3832,0.0
44495,9.0
15044,1.0
8243,1.0
26667,6.0
6756,1.0
49432,7.0
7162,0.0
5034,4.0
22544,1.0
8850,1.0
26619,8.0
30780,1.0
7803,1.0
40008,8.0
44076,5.0
41430,4.0
45844,0.0
16575,9.0
1335,4.0
17356,6.0
42990,6.0
38698,6.0
16010,6.0
14163,8.0
26464,0.0
11302,5.0
41886,2.0
27034,9.0
6811,9.0
48173,1.0
32719,8.0
39684,9.0
18586,4.0
20271,0.0
28361,4.0
39528,9.0
27622,7.0
14562,0.0
4871,1.0
18003,5.0
15474,9.0
15290,9.0
9276,9.0
30750,8.0
18528,4.0
33437,1.0
6150,9.0
5912,9.0
8380,7.0
35663,9.0
29931,4.0
34991,9.0
5586,6.0
7545,0.0
35006,0.0
5248,1.0
11494,5.0
19483,8.0
9598,4.0
49044,5.0
21660,6.0
35636,5.0
27579,0.0
40771,4.0
30659,4.0
8007,1.0
17218,7.0
36544,4.0
31270,1.0
20445,5.0
20178,7.0
39236,5.0
33477,5.0
28719,8.0
37264,0.0
22211,9.0
18539,6.0
5508,1.0
34504,1.0
37713,7.0
46767,4.0
35398,1.0
12307,4.0
31384,4.0
22384,1.0
25390,2.0
11311,9.0
47785,1.0
22340,7.0
31587,1.0
2430,0.0
48196,6.0
49227,4.0
8701,0.0
5519,4.0
14429,9.0
36259,9.0
49137,4.0
4835,8.0
12945,0.0
48013,8.0
20962,0.0
14721,1.0
34579,4.0
6716,2.0
42886,5.0
38398,9.0
26648,8.0
3741,2.0
20204,4.0
9109,6.0
47269,4.0
1477,5.0
42128,0.0
7032,1.0
3647,9.0
44483,9.0
39006,6.0
48111,7.0
35959,0.0
11986,4.0
15324,9.0
27632,4.0
40099,4.0
17802,0.0
4608,0.0
16882,0.0
9083,4.0
42390,4.0
35290,9.0
18255,5.0
28105,7.0
20281,6.0
3197,1.0
9637,6.0
15736,4.0
36935,6.0
8222,6.0
13290,8.0
49830,4.0
8199,0.0
47813,4.0
9479,8.0
11429,9.0
10472,7.0
31307,9.0
42882,4.0
21481,1.0
1023,9.0
12302,0.0
47462,5.0
7008,0.0
30897,4.0
11990,4.0
43534,9.0
42171,4.0
43119,2.0
3540,1.0
4626,7.0
11823,1.0
43513,7.0
37869,9.0
28747,0.0
4501,8.0
45370,4.0
25463,5.0
44866,6.0
32531,9.0
2031,8.0
45336,0.0
11355,7.0
26243,4.0
11566,9.0
17604,0.0
5932,8.0
7120,1.0
2647,0.0
8822,1.0
20218,9.0
19395,7.0
22070,0.0
33522,9.0
33903,9.0
35609,4.0
24657,1.0
26646,8.0
49381,7.0
22329,4.0
33385,0.0
32171,4.0
5943,8.0
22460,4.0
23112,9.0
11175,0.0
5963,4.0
14922,4.0
4064,2.0
11320,0.0
25003,0.0
9202,4.0
32812,4.0
14307,0.0
29399,6.0
46356,4.0
22848,0.0
13118,4.0
14045,7.0
30790,6.0
39300,7.0
30512,7.0
28903,5.0
9924,0.0
41181,5.0
13474,8.0
30138,1.0
8167,8.0
32340,6.0
28085,8.0
2389,0.0
25154,7.0
6285,5.0
15040,9.0
33488,1.0
17901,7.0
47032,1.0
19500,7.0
34416,4.0
21250,9.0
1155,7.0
16217,9.0
36342,4.0
10450,6.0
40445,8.0
19986,8.0
29909,1.0
14747,7.0
10455,4.0
45325,4.0
27169,0.0
7206,1.0
45891,5.0
15651,0.0
23321,0.0
31052,4.0
49782,5.0
29825,9.0
12576,5.0
27730,4.0
15715,0.0
29798,0.0
15600,4.0
48307,9.0
34514,7.0
7267,0.0
1099,8.0
3282,1.0
14062,5.0
13441,0.0
3480,8.0
36488,8.0
20062,0.0
15705,4.0
36535,4.0
39951,9.0
6628,5.0
10750,1.0
30328,1.0
22585,9.0
2634,8.0
39323,1.0
33872,0.0
1381,0.0
10510,4.0
18579,0.0
9196,4.0
27227,7.0
45103,8.0
42384,1.0
36048,1.0
18589,4.0
12834,8.0
13277,6.0
47520,9.0
737,0.0
23385,4.0
2041,4.0
42657,6.0
45410,5.0
19130,7.0
12872,4.0
19679,0.0
28259,9.0
43658,6.0
37725,1.0
26460,1.0
16403,5.0
21042,4.0
47142,8.0
17049,2.0
27494,7.0
28370,9.0
47481,8.0
2604,9.0
15344,0.0
17929,8.0
23873,8.0
27539,4.0
47321,8.0
32165,4.0
10888,1.0
1447,7.0
28228,1.0
16151,5.0
23951,5.0
12139,0.0
7279,9.0
32707,0.0
44452,7.0
10104,7.0
4508,9.0
2147,1.0
40522,7.0
39396,9.0
37164,2.0
20243,1.0
44086,0.0
287,1.0
2167,4.0
22758,0.0
45233,4.0
27280,1.0
39052,4.0
41285,5.0
12035,1.0
12048,5.0
22232,0.0
24623,0.0
24849,8.0
29165,9.0
2469,0.0
20283,8.0
34474,0.0
37738,5.0
19647,4.0
20933,0.0
18596,4.0
30687,0.0
28392,7.0
10921,0.0
40685,9.0
30657,0.0
29754,4.0
48012,6.0
8003,9.0
43998,9.0
28504,1.0
23041,6.0
27944,2.0
38580,9.0
34450,1.0
12376,9.0
24170,8.0
3068,0.0
44668,4.0
37409,4.0
977,8.0
27491,9.0
41550,9.0
17358,9.0
43570,4.0
25124,0.0
28246,8.0
26926,4.0
38163,9.0
8192,0.0
7670,0.0
7772,9.0
28409,8.0
30016,8.0
46730,0.0
29305,0.0
6390,8.0
29406,7.0
39540,9.0
6552,4.0
42668,8.0
22162,9.0
14996,6.0
3547,0.0
6625,4.0
9270,7.0
8017,6.0
40654,1.0
25794,7.0
19789,1.0
9854,8.0
9104,7.0
5186,8.0
45016,8.0
2712,1.0
1247,6.0
26147,8.0
11066,4.0
6432,7.0
47881,5.0
24418,8.0
2574,7.0
5945,9.0
15901,0.0
25206,8.0
4456,0.0
41254,1.0
35586,9.0
45782,8.0
46657,4.0
43317,0.0
12803,4.0
19944,6.0
7512,9.0
16603,1.0
49786,1.0
30024,4.0
6977,9.0
15493,9.0
14527,1.0
25699,4.0
34807,9.0
12865,8.0
15896,7.0
43960,4.0
21139,0.0
10634,1.0
12451,4.0
8355,9.0
10409,1.0
33986,7.0
26588,1.0
40527,4.0
7581,1.0
38543,7.0
16020,4.0
32513,6.0
3055,8.0
42495,4.0
1263,9.0
35433,0.0
33624,1.0
2998,0.0
36512,0.0
1092,9.0
19635,5.0
62,1.0
22196,7.0
35666,9.0
20287,7.0
14221,7.0
44184,9.0
5954,0.0
35946,0.0
39830,0.0
24680,6.0
26737,4.0
21884,7.0
24335,9.0
11443,4.0
23866,9.0
7466,9.0
15446,9.0
30116,1.0
15197,9.0
32683,0.0
49055,5.0
31128,7.0
4455,4.0
45228,1.0
31563,8.0
39003,6.0
39573,5.0
44035,0.0
26455,9.0
1031,8.0
22949,4.0
7049,4.0
35233,9.0
8303,4.0
29053,9.0
34699,2.0
48976,2.0
42719,4.0
33489,9.0
40643,1.0
32553,7.0
12473,0.0
8119,8.0
9531,0.0
26567,8.0
13872,1.0
21845,8.0
35534,0.0
16721,4.0
40613,9.0
11281,1.0
7312,6.0
40016,4.0
20379,0.0
15893,4.0
45629,6.0
19450,8.0
4210,9.0
42457,7.0
31097,6.0
19644,6.0
6410,4.0
48241,7.0
38863,7.0
33795,0.0
12120,9.0
16166,9.0
42580,4.0
16212,7.0
7967,0.0
27362,1.0
637,9.0
34753,5.0
16654,7.0
524,6.0
25915,5.0
34993,0.0
21021,8.0
16620,4.0
23776,6.0
10515,1.0
6501,8.0
7953,6.0
42439,9.0
45908,1.0
35898,4.0
49873,1.0
21877,1.0
44395,4.0
31537,0.0
6836,4.0
22210,9.0
39183,0.0
14117,9.0
10161,8.0
25625,1.0
18861,1.0
5547,0.0
18942,8.0
6303,1.0
46891,4.0
2303,0.0
28946,8.0
46437,7.0
15256,1.0
22356,9.0
38927,6.0
31464,9.0
31925,1.0
17876,6.0
9417,0.0
35412,5.0
36399,8.0
23965,8.0
17281,9.0
40780,6.0
26041,4.0
20667,2.0
8494,6.0
31716,7.0
39758,7.0
18849,4.0
21237,4.0
43643,4.0
24508,4.0
13486,7.0
49193,0.0
38421,0.0
13031,4.0
38153,9.0
41389,0.0
46407,4.0
34244,0.0
17838,4.0
13267,1.0
26821,9.0
42435,4.0
39210,4.0
30672,0.0
31024,2.0
21756,1.0
18353,0.0
3659,5.0
12853,8.0
41042,1.0
33780,0.0
23569,7.0
14144,1.0
29889,9.0
15117,0.0
42098,1.0
18678,4.0
31680,4.0
39571,6.0
36943,1.0
49956,9.0
46923,4.0
41288,4.0
37843,5.0
15678,7.0
33640,0.0
1691,0.0
35653,1.0
38935,7.0
18558,9.0
33811,7.0
40679,4.0
3694,1.0
6618,4.0
20108,4.0
2455,1.0
14251,6.0
8986,5.0
39486,0.0
35703,7.0
42760,0.0
15005,7.0
32688,9.0
3143,1.0
45570,9.0
42825,9.0
23198,6.0
2060,1.0
213,2.0
4579,9.0
32079,0.0
45838,1.0
16401,9.0
46404,1.0
22608,7.0
5274,7.0
22565,9.0
46518,7.0
46326,4.0
30192,9.0
19446,7.0
44381,0.0
38494,4.0
29309,9.0
44718,8.0
10655,8.0
35583,1.0
36215,6.0
14903,4.0
19979,2.0
23899,8.0
14241,0.0
33844,4.0
34345,1.0
23232,1.0
37371,5.0
11283,1.0
941,1.0
8328,8.0
27012,8.0
35824,1.0
23816,7.0
16940,4.0
15309,4.0
44680,0.0
12888,6.0
48130,5.0
31353,8.0
33843,4.0
2913,4.0
30368,4.0
8105,1.0
35552,2.0
10301,0.0
24330,0.0
43951,1.0
44892,7.0
1041,9.0
3889,9.0
8619,4.0
3142,1.0
6364,0.0
26702,8.0
27870,5.0
44444,4.0
10157,9.0
40239,4.0
1588,4.0
15652,8.0
18743,6.0
27065,9.0
29486,4.0
45639,5.0
21114,7.0
43718,8.0
43422,9.0
37833,0.0
15954,8.0
6029,4.0
14888,4.0
47398,1.0
5856,7.0
20149,4.0
2711,9.0
10955,6.0
39298,7.0
10551,0.0
26055,9.0
25243,8.0
34031,1.0
5910,7.0
37456,5.0
10109,4.0
19300,4.0
32273,8.0
45429,4.0
27812,4.0
20127,9.0
30990,7.0
38070,0.0
11470,8.0
4237,6.0
1320,9.0
10401,4.0
22577,1.0
30566,1.0
17205,7.0
16053,0.0
31020,0.0
30986,5.0
41916,1.0
30677,4.0
28328,8.0
25919,9.0
3507,1.0
36268,7.0
1709,4.0
16454,4.0
11874,4.0
33965,4.0
36507,4.0
46254,0.0
30748,0.0
5861,4.0
42923,8.0
40943,6.0
25165,4.0
37338,0.0
28736,1.0
29374,0.0
3454,8.0
22212,7.0
8218,4.0
25615,4.0
17651,0.0
45741,1.0
44916,9.0
29168,5.0
8873,1.0
25107,7.0
11095,0.0
21859,9.0
40200,2.0
22304,0.0
46394,4.0
29822,1.0
43502,9.0
7703,5.0
4858,0.0
25371,9.0
21539,1.0
16804,4.0
30262,5.0
25757,1.0
5389,1.0
6973,0.0
6031,4.0
15477,7.0
13245,7.0
34042,8.0
33163,4.0
35242,7.0
45261,0.0
2432,9.0
18072,7.0
4546,1.0
11511,7.0
29908,9.0
8413,5.0
24572,0.0
28880,2.0
15131,8.0
36398,8.0
41627,1.0
4026,7.0
41342,1.0
39112,6.0
1921,1.0
46807,1.0
14842,8.0
14683,6.0
16921,4.0
34776,0.0
26072,1.0
4071,4.0
39722,0.0
12950,0.0
47055,4.0
31290,1.0
2620,8.0
33835,5.0
39492,5.0
24310,4.0
22583,0.0
31341,6.0
8717,6.0
28415,1.0
36812,4.0
37049,1.0
43841,4.0
8742,4.0
19751,1.0
49579,1.0
180,6.0
37400,8.0
11722,9.0
377,4.0
23595,8.0
45209,4.0
40397,0.0
42509,5.0
41776,0.0
24747,2.0
36678,4.0
44798,6.0
16444,8.0
17763,9.0
30331,0.0
15577,4.0
2909,4.0
29371,8.0
42757,4.0
8582,1.0
6153,9.0
46332,4.0
15513,1.0
6907,8.0
40014,1.0
47218,8.0
34490,4.0
338,8.0
33552,4.0
17345,0.0
10163,4.0
24615,7.0
11403,1.0
41899,9.0
42968,7.0
27841,4.0
34785,1.0
19047,8.0
46149,9.0
6533,4.0
37051,4.0
16707,0.0
11297,1.0
43618,0.0
40810,4.0
9232,8.0
1701,4.0
47101,8.0
20150,0.0
49781,9.0
13772,2.0
1793,0.0
216,1.0
47368,9.0
23528,9.0
33063,2.0
10564,4.0
15911,9.0
26881,6.0
7875,9.0
10098,0.0
39920,8.0
38316,0.0
26163,0.0
17778,0.0
11871,9.0
3928,0.0
44093,4.0
20432,1.0
38191,4.0
5692,6.0
11451,9.0
15437,9.0
19019,0.0
25986,1.0
15475,1.0
20424,1.0
14368,7.0
27040,1.0
39711,9.0
13683,1.0
38670,7.0
39331,9.0
17676,4.0
147,7.0
17016,8.0
4047,8.0
45822,0.0
32506,8.0
31107,1.0
46415,8.0
15301,6.0
31546,8.0
40556,9.0
29482,1.0
17566,4.0
43233,1.0
23748,4.0
46959,4.0
11620,6.0
26882,0.0
40128,5.0
31651,1.0
34423,9.0
37368,5.0
29341,6.0
30393,0.0
20382,0.0
44273,0.0
32402,1.0
4385,0.0
21559,4.0
44177,4.0
42349,2.0
16086,4.0
39350,9.0
19006,1.0
42044,9.0
24954,5.0
25153,1.0
10418,9.0
29690,4.0
798,0.0
21857,0.0
49901,9.0
48649,1.0
49122,7.0
47678,6.0
37186,4.0
39584,5.0
28245,4.0
28684,5.0
26273,0.0
39212,9.0
19245,5.0
12346,4.0
17479,4.0
7626,4.0
38702,9.0
2629,8.0
1629,9.0
27528,1.0
43498,9.0
17861,0.0
30668,9.0
37068,0.0
5019,9.0
40545,1.0
28750,4.0
17415,6.0
46857,6.0
11058,1.0
8263,8.0
26297,8.0
36517,6.0
23717,9.0
32614,1.0
37353,6.0
44425,8.0
46598,5.0
43336,9.0
32470,9.0
13020,4.0
13327,0.0
18568,9.0
24620,6.0
28416,4.0
8396,0.0
19708,4.0
7889,1.0
773,4.0
14086,4.0
42855,9.0
161,8.0
44607,9.0
34854,0.0
23128,4.0
27840,4.0
13062,0.0
46619,1.0
24131,1.0
22852,4.0
44289,1.0
33402,7.0
25856,0.0
1611,1.0
11877,1.0
48686,4.0
14201,8.0
30249,0.0
38436,9.0
43517,9.0
16193,0.0
35135,9.0
37728,4.0
22992,9.0
25950,4.0
15611,5.0
17339,7.0
24998,9.0
37404,8.0
8293,9.0
8581,1.0
8419,5.0
44046,0.0
27553,1.0
46851,8.0
21972,0.0
16526,0.0
1299,6.0
1848,1.0
12603,0.0
3368,0.0
19874,2.0
6731,7.0
15506,0.0
42045,7.0
39324,1.0
43300,6.0
46713,0.0
6514,5.0
17059,4.0
13995,9.0
16303,7.0
29577,4.0
48365,9.0
45744,5.0
21528,9.0
19484,4.0
3058,6.0
13294,0.0
2038,0.0
27695,9.0
45116,0.0
24517,9.0
33142,7.0
15222,1.0
13904,2.0
46111,5.0
24383,9.0
31457,0.0
36281,8.0
35360,8.0
24859,0.0
43516,1.0
15915,5.0
5602,5.0
26335,0.0
18926,5.0
30242,4.0
24685,4.0
23331,5.0
24742,7.0
22716,4.0
22288,0.0
49210,6.0
5004,9.0
10,0.0
2086,4.0
8187,4.0
44281,1.0
11229,1.0
45386,0.0
1195,4.0
17432,8.0
2287,0.0
35696,8.0
11687,5.0
779,0.0
49847,4.0
41149,4.0
25958,5.0
12833,1.0
7892,4.0
39337,9.0
20698,1.0
29617,1.0
16887,4.0
25115,0.0
40183,6.0
27790,4.0
46930,4.0
4796,0.0
9233,7.0
537,1.0
45995,5.0
12666,0.0
23415,0.0
17653,7.0
26653,1.0
37149,8.0
26847,1.0
427,4.0
37018,8.0
8543,7.0
23763,8.0
7995,7.0
33336,4.0
4721,9.0
39564,9.0
17018,1.0
44532,7.0
23175,0.0
19183,9.0
36309,7.0
42481,9.0
35831,4.0
22143,1.0
44757,9.0
25146,9.0
14630,1.0
26665,0.0
13403,9.0
34336,6.0
11023,7.0
40747,1.0
29322,1.0
20247,0.0
3810,9.0
23559,4.0
43020,4.0
35045,9.0
6017,0.0
1124,1.0
1140,1.0
25328,7.0
5697,0.0
21575,0.0
41779,8.0
25873,0.0
24943,2.0
24492,0.0
31152,8.0
22267,8.0
48262,8.0
32687,1.0
15515,1.0
3048,0.0
35732,0.0
40188,4.0
26174,8.0
39369,8.0
44162,4.0
24477,4.0
24069,8.0
32480,8.0
36838,8.0
3280,1.0
22484,5.0
25257,4.0
16258,6.0
3260,2.0
37943,4.0
18319,1.0
49004,0.0
21397,6.0
2025,0.0
2708,4.0
35145,1.0
40896,5.0
31782,1.0
25227,0.0
31225,4.0
35020,1.0
8001,4.0
6678,9.0
41700,2.0
21850,4.0
16510,0.0
8924,1.0
19243,2.0
26791,5.0
32934,0.0
20643,0.0
14432,8.0
33372,7.0
12530,0.0
38695,9.0
34392,1.0
18146,8.0
37802,0.0
160,8.0
18670,9.0
29029,1.0
33800,4.0
41708,9.0
27358,4.0
21661,8.0
2475,5.0
10734,0.0
25147,0.0
6939,9.0
24668,5.0
33117,8.0
14976,9.0
22881,0.0
47118,8.0
47954,8.0
39511,6.0
5063,5.0
18306,8.0
31164,6.0
17272,9.0
49209,4.0
2759,4.0
7899,8.0
12667,6.0
6482,5.0
23309,8.0
49842,0.0
16529,9.0
22082,7.0
9780,4.0
10804,7.0
649,9.0
41875,1.0
34187,4.0
28820,1.0
17770,4.0
37421,9.0
15099,1.0
49554,6.0
21531,5.0
26265,6.0
34764,4.0
48163,8.0
2087,1.0
45634,4.0
9255,0.0
31987,5.0
35687,9.0
16473,6.0
32985,7.0
39327,4.0
34773,8.0
47754,2.0
46135,5.0
23991,9.0
25039,0.0
36080,5.0
45066,5.0
43279,1.0
33915,7.0
421,9.0
47631,4.0
2314,0.0
38237,4.0
20813,4.0
27208,0.0
33355,9.0
43167,1.0
3703,9.0
2673,7.0
18351,9.0
1160,9.0
3073,5.0
31202,2.0
16552,8.0
23878,0.0
27294,9.0
32093,0.0
10223,7.0
21418,0.0
12146,0.0
3266,4.0
6384,6.0
44007,1.0
43979,8.0
10138,1.0
29014,0.0
839,5.0
17857,7.0
46811,7.0
527,0.0
34172,8.0
2551,4.0
22548,2.0
12587,5.0
22996,1.0
37572,8.0
1616,0.0
23429,4.0
18098,6.0
11134,4.0
11155,8.0
46461,1.0
41154,4.0
40166,6.0
5758,0.0
447,1.0
18542,9.0
43409,4.0
31929,9.0
29806,5.0
39303,8.0
